year,NDVI,EVI,NDWI,district
2018,0.32240262479021314,0.19860217430141833,-0.00335153878347096,Burhanpur
2019,0.4416245617871571,-3.1279347987181927,0.0316522162746569,Burhanpur
2020,0.37857148171639343,0.17014584574474947,-0.02372305042387037,Burhanpur
2021,0.34874300657328083,-1.1994237741768727,0.015490258018732585,Burhanpur
2022,0.2696932838868483,-0.5214681723774494,0.009598149147240824,Burhanpur
