year,NDVI,EVI,NDWI,district
2018,0.5352316821031312,0.014638567126970788,0.15860724957809527,Hoshangabad
2019,0.514030045505058,3.2075228980046857,0.13721849890236038,Hoshangabad
2020,0.4915523729712994,-1.1401137414794866,0.11100367063675108,Hoshangabad
2021,0.4290942740329664,0.42359625189945754,0.11397118171889187,Hoshangabad
2022,0.3146899512837433,0.4979019139005732,0.08266921814133059,Hoshangabad
