year,NDVI,EVI,NDWI,district
2018,0.41034116419641,-0.7669923791578158,0.05081533110123301,Gwalior
2019,0.42961525346931706,0.3287539783976815,0.028349415348928736,Gwalior
2020,0.36768175873419595,1.0010130280236553,-0.00012286567178253398,Gwalior
2021,0.3730028214330745,-0.17219130176848343,0.04743554403353449,Gwalior
2022,0.28885997570631683,0.044634389908687136,0.030943098439251544,Gwalior
