year,NDVI,EVI,NDWI,district
2018,0.44417121982964736,0.5241165658970051,0.045975895332525885,Damoh
2019,0.4416587332717005,0.41989913923920724,0.01560037661506895,Damoh
2020,0.4197135744083564,0.6976222236150819,-0.00578831436208695,Damoh
2021,0.35770366396085784,1.5284669473266788,-0.003606549230067473,Damoh
2022,0.2836990952947418,1.3570226683136664,0.014209686847625143,Damoh
