year,NDVI,EVI,NDWI,district
2018,0.3220361939235419,0.10642170799807713,-0.09628548091682405,Anuppur
2019,0.43133505767695596,0.7053120485758851,-0.008003462967691046,Anuppur
2020,0.39468317120418245,0.16917668835382693,-0.04154702689716717,Anuppur
2021,0.3471294907438181,0.5746300505270976,-0.039215914127776565,Anuppur
2022,0.25445971899210035,-0.4837281945650148,-0.019085030457883515,Anuppur
