year,NDVI,EVI,NDWI
2018,0.5038983513426334,-0.2450049065259915,0.14745724098718377
2019,0.4999996474269804,1.0963595213646502,0.11143664248978251
2020,0.46456478489270836,0.365778778753145,0.08447887563577142
2021,0.4089378654103805,-0.32205307323590354,0.11473667860910101
2022,0.3120726554331833,-0.7786864087557658,0.0773732484300792
