Year,Season,Area,Production,Crop_yield,crop_type,district,year,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,NDVI,EVI,NDWI
2019,Rabi,32,77,2.41,Barley,Guna,2019.0,26.859666666666666,17.47933333333333,10.04591666666667,9.15,16.000916666666665,0.4768279741064544,-0.4905924306620697,0.0888506230176422
2020,Rabi,74,123,1.66,Barley,Guna,2020.0,23.784628099173556,16.37363636363636,10.370330578512393,38.81,14.667933884297518,0.4542442563974381,0.1158108699445829,0.0710169009698838
2021,Rabi,14,41,2.93,Barley,Gwalior,2021.0,27.59241666666665,18.933250000000005,11.825583333333332,57.19,13.323500000000005,0.3730028214330745,-0.1721913017684834,0.0474355440335344
2022,Rabi,49,85,1.73,Barley,Gwalior,2022.0,25.273750000000003,16.937666666666665,10.384166666666664,48.86,12.675333333333333,0.2888599757063168,0.0446343899086871,0.0309430984392515
2019,Rabi,2,6,3.0,Barley,Gwalior,2019.0,26.35074999999999,17.290249999999997,10.383833333333335,17.81,13.643999999999997,0.429615253469317,0.3287539783976815,0.0283494153489287
2020,Rabi,2,4,2.0,Barley,Harda,2020.0,27.51834710743801,20.03661157024793,13.661074380165292,39.89000000000001,15.242314049586778,0.4797264759450063,-0.6121081452613574,0.0989356481221059
2019,Rabi,4,11,2.75,Barley,Harda,2019.0,30.76891666666667,21.408416666666675,13.501083333333328,6.0,16.59175,0.5444515566872765,0.5885788721580874,0.1639865240346672
2020,Rabi,9,28,3.11,Barley,Hoshangabad,2020.0,26.45661157024792,19.02867768595042,13.044214876033063,38.8,15.134049586776856,0.4915523729712994,-1.1401137414794866,0.111003670636751
2021,Rabi,2,5,2.5,Barley,Hoshangabad,2021.0,29.42983333333335,20.9065,14.141333333333336,15.39,16.166749999999997,0.4290942740329664,0.4235962518994575,0.1139711817188918
2019,Rabi,1,2,2.0,Barley,Hoshangabad,2019.0,29.339166666666674,20.36925,13.064083333333334,6.609999999999999,16.44425,0.514030045505058,3.2075228980046857,0.1372184989023603
2020,Rabi,1,1,1.0,Barley,Indore,2020.0,26.478677685950416,18.926198347107444,12.569008264462806,12.14,15.272727272727266,0.4762490975991812,-0.3601458398677798,0.1256678151858913
2021,Rabi,1,3,3.0,Barley,Indore,2021.0,29.427416666666677,20.741666666666664,13.547499999999996,16.41,15.80591666666667,0.3966345762627824,5.48793976939633,0.1184034755320565
2019,Rabi,15,34,2.27,Barley,Indore,2019.0,29.787416666666665,20.492249999999995,12.539083333333336,0.8800000000000001,16.595083333333335,0.5016439280870139,-0.02491714115429,0.1591090510792266
2020,Rabi,3,4,1.33,Barley,Jhabua,2020.0,28.008099173553724,20.12917355371901,13.750247933884298,7.619999999999999,15.440165289256194,0.384163269767656,1.4447985549704427,-0.0082442034048787
2019,Rabi,99,251,2.54,Barley,Jhabua,2019.0,30.728666666666676,21.309083333333334,13.57816666666667,0.47,16.661916666666663,0.3976178070482558,10.039994416935668,0.0168764782575944
2020,Rabi,49,113,2.31,Barley,Jhabua,2020.0,28.008099173553724,20.12917355371901,13.750247933884298,7.619999999999999,15.440165289256194,0.384163269767656,1.4447985549704427,-0.0082442034048787
