district,rabi_year,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
Vidisha,2020,24.519173553719003,16.931983471074375,10.84165289256198,31.28,15.021900826446283
Vidisha,2021,28.43349999999999,19.4155,12.15900000000001,69.35000000000002,15.711416666666668
Vidisha,2022,25.76450000000001,17.387583333333335,10.539666666666665,50.730000000000004,15.413583333333337
Vidisha,2023,26.74949999999999,17.948583333333335,11.188166666666666,14.879999999999999,16.656333333333333
Vidisha,2024,27.8855737704918,19.51163934426229,13.288688524590166,16.810000000000002,13.240655737704916
Satna,2018,28.79661016949153,19.554745762711864,11.83406779661017,16.970000000000002,16.784237288135596
Satna,2019,26.30691666666666,17.573999999999998,10.833333333333334,26.950000000000003,15.304499999999994
Satna,2020,22.69586776859504,15.806033057851243,10.338842975206616,69.12999999999997,14.24090909090909
Satna,2021,26.829083333333347,18.614333333333327,11.697666666666667,23.100000000000005,14.93525
Satna,2022,24.629416666666653,16.379833333333337,9.984583333333335,69.23,14.62883333333333
Satna,2023,25.252833333333328,17.232166666666668,10.878499999999997,6.82,15.805083333333329
Satna,2024,26.228524590163946,18.89622950819672,13.178360655737702,30.750000000000004,12.72344262295082
East Nimar,2018,32.133559322033896,22.787966101694916,14.212033898305085,3.22,17.470338983050844
East Nimar,2019,30.747333333333344,21.26508333333334,12.970750000000002,3.4099999999999997,16.609416666666668
East Nimar,2020,27.182396694214887,19.73570247933884,13.185041322314055,26.91,15.236859504132232
East Nimar,2021,30.080249999999992,21.450166666666657,14.009333333333334,23.389999999999997,15.943583333333333
East Nimar,2022,27.373750000000005,19.64991666666666,12.814,28.25,15.671999999999997
East Nimar,2023,28.994750000000003,20.17208333333334,12.604833333333328,12.26,16.899999999999995
East Nimar,2024,27.849836065573776,20.54475409836066,14.42393442622951,70.02000000000001,13.903934426229506
Shajapur,2018,30.1813559322034,20.901355932203394,13.246101694915254,4.16,17.389999999999997
Shajapur,2019,28.890416666666674,19.252,11.281833333333328,2.4699999999999998,16.356416666666664
Shajapur,2020,25.56884297520661,17.72148760330578,11.403223140495868,19.75,15.036611570247933
Shajapur,2021,29.35608333333333,20.151166666666665,12.854416666666664,22.05,15.674416666666664
Shajapur,2022,26.75100000000001,18.294333333333334,11.34975,36.36,15.326333333333336
Shajapur,2023,28.425916666666655,19.01808333333333,11.694166666666664,8.889999999999999,16.66566666666667
Shajapur,2024,28.217868852459013,20.15491803278688,13.674426229508194,26.62,13.163114754098363
Morena,2018,28.43186440677966,18.837118644067793,10.771525423728812,2.21,15.95593220338983
Morena,2019,25.727166666666665,16.88325,9.951583333333335,21.2,14.663333333333336
Morena,2020,24.401239669421496,16.853388429752073,10.582314049586778,45.51,13.180413223140489
Morena,2021,27.397499999999997,18.69016666666666,11.439333333333328,45.71,14.491916666666665
Morena,2022,24.827749999999995,16.670416666666668,10.126833333333336,62.510000000000005,13.662583333333327
Morena,2023,26.428250000000002,17.815833333333334,10.577333333333339,14.39,15.207916666666666
Morena,2024,26.56852459016394,19.410491803278692,13.44967213114754,22.860000000000003,11.904754098360657
Rewa,2018,28.8828813559322,19.63016949152542,11.733559322033898,9.83,16.802203389830506
Rewa,2019,27.27458333333332,18.525666666666666,11.64308333333333,22.39000000000001,15.23883333333333
Rewa,2020,22.699586776859505,16.030991735537192,10.542148760330575,66.86,14.091322314049584
Rewa,2021,27.702333333333346,19.129833333333334,12.113000000000001,18.479999999999997,14.89591666666667
Rewa,2022,25.218666666666657,16.88783333333333,10.494916666666667,38.85000000000001,14.553666666666663
Rewa,2023,26.301166666666653,17.909749999999992,11.220499999999998,2.23,15.82558333333333
Rewa,2024,27.091639344262287,19.87081967213115,14.157868852459016,27.25,12.628524590163936
