district,rabi_year,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
Anuppur,2018,28.13932203389831,18.86288135593221,11.72135593220339,17.330000000000002,17.144576271186438
Anuppur,2019,26.70299999999999,17.854249999999997,11.105583333333332,73.08999999999999,15.588250000000006
Anuppur,2020,23.102809917355376,15.743966942148766,9.936942148760325,121.92,14.488595041322311
Anuppur,2021,25.991833333333332,17.9485,11.780583333333334,49.01,15.328749999999998
Anuppur,2022,24.703083333333332,16.693749999999998,10.346750000000004,119.95,14.89516666666667
Anuppur,2023,25.73366666666666,17.32483333333333,10.659749999999999,0.43000000000000005,16.304250000000003
Anuppur,2024,23.912459016393452,17.626393442622952,12.66098360655738,44.209999999999994,13.115081967213115
Dindori,2018,27.96033898305085,18.75762711864406,11.904576271186441,20.84,17.759491525423726
Dindori,2019,26.262666666666664,17.291000000000004,10.649249999999999,65.85,15.927833333333329
Dindori,2020,22.982396694214863,15.489421487603307,9.759338842975204,120.21000000000004,14.999669421487596
Dindori,2021,26.01383333333334,17.748416666666667,11.636416666666666,44.96000000000001,16.02091666666666
Dindori,2022,24.08575,16.114416666666667,9.959999999999999,113.51999999999997,15.44041666666666
Dindori,2023,25.466166666666656,16.948583333333335,10.521749999999997,1.11,16.804916666666664
Dindori,2024,23.742786885245913,17.188032786885245,12.283606557377045,47.11,13.768196721311476
Mandla,2018,29.265932203389834,19.90627118644067,12.572711864406775,30.86,17.70915254237288
Mandla,2019,27.971833333333333,18.761000000000003,11.656666666666668,62.03,15.938833333333337
Mandla,2020,24.560495867768587,16.938181818181814,10.87735537190082,125.20000000000003,14.98338842975207
Mandla,2021,27.496666666666634,18.956000000000003,12.276833333333332,42.67,16.01791666666666
Mandla,2022,26.00975,17.789499999999993,11.295333333333334,108.43000000000004,15.377416666666665
Mandla,2023,27.66466666666667,18.681416666666664,11.742916666666673,1.26,16.776249999999997
Mandla,2024,26.0367213114754,18.453278688524595,12.847868852459017,45.01,13.878196721311474
Seoni,2018,29.167966101694912,20.002033898305083,12.62779661016949,28.88,17.571355932203385
Seoni,2019,28.29658333333334,18.77083333333333,11.417416666666664,25.560000000000006,16.24358333333333
Seoni,2020,24.458677685950413,16.987024793388425,11.019752066115705,68.10999999999999,15.002809917355375
Seoni,2021,27.389833333333346,18.903083333333324,12.275666666666668,20.659999999999997,16.111583333333336
Seoni,2022,26.136249999999997,17.711250000000003,11.050333333333334,66.16000000000003,15.397583333333342
Seoni,2023,27.090916666666665,18.114583333333336,11.332083333333333,5.02,17.010333333333346
Seoni,2024,25.914590163934413,18.37,12.746229508196722,57.86,13.931639344262297
Barwani,2018,32.85881355932202,23.525084745762715,15.131525423728815,0.14,17.55050847457627
Barwani,2019,31.56316666666667,21.908333333333335,13.570500000000003,2.8099999999999996,16.953166666666664
Barwani,2020,28.6284297520661,20.754876033057844,14.128925619834705,24.49,15.6195867768595
Barwani,2021,31.815249999999995,22.840666666666667,15.270083333333332,10.64,16.10566666666667
Barwani,2022,30.00508333333333,21.410750000000004,14.228166666666668,31.729999999999993,15.866166666666663
Barwani,2023,30.625249999999998,21.35633333333334,13.528249999999996,10.37,17.17708333333334
Barwani,2024,30.125901639344274,21.78540983606557,15.269672131147535,62.32,14.044262295081973
Indore,2018,31.26338983050847,22.058135593220342,13.941016949152544,0.46,17.278813559322035
Indore,2019,29.787416666666665,20.492249999999995,12.539083333333336,0.8800000000000001,16.595083333333335
Indore,2020,26.478677685950416,18.926198347107444,12.569008264462806,12.139999999999999,15.272727272727266
Indore,2021,29.427416666666673,20.741666666666664,13.547499999999996,16.41,15.80591666666667
Indore,2022,26.691499999999994,18.89074999999999,12.289499999999999,34.37,15.501833333333328
Indore,2023,28.555583333333328,19.714666666666666,12.373999999999995,6.58,16.803083333333337
Indore,2024,27.57688524590164,20.182459016393448,14.07950819672131,57.10000000000001,13.580655737704916
Panna,2018,28.83203389830509,19.737796610169497,12.05186440677966,14.809999999999999,16.784237288135596
Panna,2019,26.21816666666667,17.48116666666667,10.690583333333334,19.56,15.304499999999994
Panna,2020,22.801322314049585,15.950661157024792,10.46752066115702,60.61999999999998,14.24090909090909
Panna,2021,27.03383333333334,18.753833333333333,11.720666666666668,27.52,14.93525
Panna,2022,24.47433333333333,16.388166666666667,9.99016666666666,78.97000000000001,14.62883333333333
Panna,2023,24.878083333333333,17.109666666666666,10.795499999999995,9.62,15.805083333333329
Panna,2024,25.98278688524591,18.730983606557373,13.035081967213117,26.570000000000004,12.72344262295082
Guna,2018,28.94627118644068,19.7122033898305,12.065762711864405,4.58,17.07186440677966
Guna,2019,26.859666666666666,17.47933333333333,10.04591666666667,9.15,16.000916666666665
Guna,2020,23.784628099173553,16.37363636363636,10.370330578512391,38.81,14.667933884297518
Guna,2021,27.54425,18.683416666666677,11.506166666666662,81.97000000000001,15.31558333333333
Guna,2022,25.041833333333333,16.780000000000005,10.082916666666673,58.48999999999999,15.027750000000003
Guna,2023,25.931500000000003,17.241666666666664,10.573,10.209999999999997,16.31433333333333
Guna,2024,26.483606557377048,18.379344262295085,12.426557377049182,20.900000000000002,12.931311475409839
Raisen,2018,29.774745762711863,20.393389830508465,12.281016949152544,9.8,17.468474576271188
Raisen,2019,28.324749999999998,18.585666666666665,10.692250000000003,3.96,16.1295
Raisen,2020,24.971239669421486,17.089421487603303,10.754049586776862,26.489999999999995,14.946942148760328
Raisen,2021,28.465916666666672,19.363916666666658,12.068666666666672,29.74000000000001,15.632249999999999
Raisen,2022,26.00200000000001,17.47066666666667,10.45716666666667,47.1,15.444583333333336
Raisen,2023,26.93616666666667,17.86525,10.764916666666668,20.52,16.591666666666665
Raisen,2024,27.160491803278692,18.983770491803273,12.694918032786887,23.82,13.261475409836061
Burhanpur,2018,32.15271186440678,22.845254237288138,14.520847457627118,3.8800000000000003,17.89745762711864
Burhanpur,2019,30.761333333333333,21.311416666666673,13.121000000000008,8.399999999999999,17.029833333333332
Burhanpur,2020,27.112479338842977,19.8000826446281,13.448181818181814,34.59000000000001,15.554793388429754
Burhanpur,2021,29.971249999999994,21.475333333333346,14.239166666666664,22.29,16.30016666666667
Burhanpur,2022,27.346333333333334,19.729916666666668,13.14175,30.1,15.943833333333329
Burhanpur,2023,29.121833333333335,20.389333333333333,12.976333333333335,10.52,17.258750000000003
Burhanpur,2024,27.8644262295082,20.44491803278688,14.496885245901641,83.58999999999999,14.355081967213117
Chhindwara,2018,29.70423728813559,20.613728813559327,13.263728813559327,16.540000000000003,17.77813559322034
Chhindwara,2019,28.860166666666675,19.639333333333333,12.305916666666672,17.87,16.44425
Chhindwara,2020,24.821322314049596,17.581983471074384,11.703553719008271,64.88,15.134049586776857
Chhindwara,2021,27.76741666666667,19.38908333333334,12.826499999999992,17.490000000000002,16.166749999999997
Chhindwara,2022,26.112500000000004,18.1775,11.792916666666667,55.32,15.545916666666661
Chhindwara,2023,28.02625,19.128833333333333,12.150583333333332,11.840000000000002,16.999083333333328
Chhindwara,2024,26.06639344262295,18.761311475409837,13.11311475409836,64.86,13.921967213114748
Balaghat,2018,29.833220338983057,20.43847457627119,12.700169491525422,31.48,18.094406779661014
Balaghat,2019,28.428833333333337,19.360999999999997,12.072499999999993,69.53000000000002,16.2835
Balaghat,2020,24.96330578512397,17.467851239669418,11.330413223140491,136.12,15.213719008264459
Balaghat,2021,27.83591666666666,19.432916666666674,12.612666666666668,40.67,16.340749999999996
Balaghat,2022,26.346416666666666,18.32616666666667,11.851833333333333,119.64999999999998,15.70416666666667
Balaghat,2023,28.367750000000015,19.458500000000004,12.251499999999997,1.81,17.047333333333338
Balaghat,2024,26.33196721311475,18.713770491803285,13.108196721311478,41.17000000000001,13.952295081967208
Vidisha,2018,29.65610169491525,20.401186440677964,12.629999999999997,6.4,17.416271186440678
Vidisha,2019,27.994916666666676,18.430416666666666,10.781583333333334,6.5,16.386666666666667
